label,text,description_length,word_count,preprocessed_text,Label_encoded
Psoriasis,"I am starting to have rashes on my arms and neck. The rash often bleeds and hurts when I scratch it. I have also developed small dents in my nails, which is very strange.",170,34,starting rash arm neck rash often bleeds hurt scratch developed small dent nail strange,15
Psoriasis,"Because of dry, flaky areas on my skin, I am prone to infections. My joints are in extreme pain . My knees and elbows' skin are starting to peel off.",149,30,dry flaky area skin prone infection joint extreme pain knee elbow skin starting peel,15
Varicose Veins,"I have a rash on my legs that is causing a lot of discomforts. It seems there is a cramp and I can see prominent veins on the calf. Also, I have been feeling very tired and fatigued in the past couple of days.",209,44,rash leg causing discomfort seems cramp see prominent vein calf tired fatigued past couple day,17
Varicose Veins,"My calves have been cramping up when I walk or stand for long periods of time. There are bruise marks on my calves, which is making me worried. I feel tired very soon.",167,33,calf cramping walk stand long period bruise mark calf making worried tired soon,17
Varicose Veins,"There is bruising on my legs that I cannot explain. I can see strange blood vessels below the skin. Also, I am slightly obese and I am really worried.",150,29,leg cannot explain see strange blood vessel skin slightly obese worried,17
Varicose Veins,I am overweight and have noticed that my legs are swollen and the blood vessels are visible. My legs have swollen and I can see a stream of swollen veins on my calves.,167,33,overweight noticed leg swollen blood vessel visible leg swollen see stream swollen vein calf,17
Varicose Veins,"The veins on my calves have become very prominent and causing discomfort. I can't stand for long periods of time, as it causes pain in my legs, similar to cramps.",162,30,vein calf become prominent causing discomfort stand long period cause pain leg cramp,17
Varicose Veins,The skin around the veins on my legs is red and inflamed. I believe I can see some of the swollen blood vessels. I am really worried about it.,142,29,skin around vein leg red inflamed believe see swollen blood vessel worried,17
Varicose Veins,Standing or walking for long periods of time causes a lot of pain in my legs. I get cramps upon doing physical activities. There are bruise marks on my legs too.,161,31,standing walking long period cause pain leg cramp upon physical activity bruise mark leg,17
Varicose Veins,The cramps in my calves are making it difficult for me to walk. I feel fatigued after working for some time. I believe obesity is the reason behind this.,153,29,cramp calf making difficult walk fatigued working believe obesity reason behind,17
Varicose Veins,"The swelling in my legs has gotten worse over the past few weeks. Now, a large number of veins are noticeable on my calves, which is making me worried.",151,29,swelling leg gotten worse past week large number vein noticeable calf making worried,17
Varicose Veins,The veins on my legs are very noticeable and cause me discomfort. It seems like there is a major bruise and I get cramps when I run.,132,27,vein leg noticeable cause discomfort seems major bruise cramp run,17
Varicose Veins,The skin on my calves has become inflamed and red. My legs hurt if I try to run or do any physical activities.,110,23,skin calf become inflamed red leg hurt try run physical activity,17
Varicose Veins,"Recently, the pain in my calves has been constant and becomes worse when I stand or walk for long periods of time. My legs have started to swell and also some blood vessels are quite noticeable.",194,36,pain calf constant becomes worse stand walk long period leg started swell blood vessel noticeable,17
Varicose Veins,The veins in my legs are causing discomfort and difficulty sleeping at night. I have no idea why it is happening. I get cramps when I sprint.,141,27,vein leg causing discomfort difficulty sleeping night idea happening cramp sprint,17
Varicose Veins,The swelling in my legs is causing me to have difficulty fitting into my shoes. I can't sprint or stand for long periods of time. I can see some swollen blood vessels.,167,32,swelling leg causing difficulty fitting shoe sprint stand long period see swollen blood vessel,17
Varicose Veins,I have noticed cramps in my calves are becoming more frequent and intense. It is causing me a lot of discomforts. I am also overweight and my legs have started to swell.,169,32,noticed cramp calf becoming frequent intense causing discomfort overweight leg started swell,17
Varicose Veins,The veins on my legs cause a lot of discomforts when I sit for long periods of time.,84,18,vein leg cause discomfort sit long period,17
Varicose Veins,The rash on my legs is spreading and becoming more severe. It has become very difficult for me to run.,102,20,rash leg spreading becoming severe become difficult run,17
Varicose Veins,My legs are causing a lot of discomforts when I exercise. I get frequent cramps and the blood vessels have become quite noticeable.,131,23,leg causing discomfort exercise frequent cramp blood vessel become noticeable,17
Varicose Veins,The prominent blood vessels on my calves are causing self-consciousness and embarrassment. I believe the problem is because of my overweight.,141,21,prominent blood vessel calf causing self consciousness embarrassment believe problem overweight,17
Varicose Veins,The skin around the veins on my legs is dry and flaky. It seems there is a major bruise and my legs have started to swell.,122,26,skin around vein leg dry flaky seems major bruise leg started swell,17
Varicose Veins,I have been experiencing a rash on my legs that is causing a lot of irritation and discomfort. It is red and inflamed and appears to be spreading.,146,28,rash leg causing irritation discomfort red inflamed appears spreading,17
Varicose Veins,"Recently, my calves have been cramping up frequently, especially when I am walking or standing for long periods of time. Also, the veins are very noticeable.",157,26,calf cramping frequently especially walking standing long period vein noticeable,17
Varicose Veins,I have noticed that there are bruises on my legs that I cannot explain. They are not painful but are concerning to me.,118,23,noticed bruise leg cannot explain painful concerning,17
Varicose Veins,"As I am overweight, I have noticed that my legs are swollen and the blood vessels are more visible than usual. The swelling seems to be getting worse over time.",160,30,overweight noticed leg swollen blood vessel visible usual swelling seems getting worse,17
Varicose Veins,The veins on my calves are very prominent and are causing me a lot of discomforts. They are swollen and protrude from my skin.,126,24,vein calf prominent causing discomfort swollen protrude skin,17
Varicose Veins,"The skin around the veins on my legs is red, inflamed, and itchy. It is causing a lot of discomforts and I am starting to get regular cramps.",141,28,skin around vein leg red inflamed itchy causing discomfort starting regular cramp,17
Varicose Veins,Standing or walking for long periods of time has been causing a lot of pain in my legs. It feels like a cramp and becomes worse the longer I am on my feet.,155,33,standing walking long period causing pain leg feel cramp becomes worse longer foot,17
Varicose Veins,The cramps in my calves have been making it difficult for me to walk and do my daily activities. They come on suddenly and last for several minutes.,148,28,cramp calf making difficult walk daily activity come suddenly last several minute,17
Varicose Veins,The swelling in my legs has gotten worse over the past few weeks and is causing me difficulty fitting into my shoes. It is also causing discomfort when I sit for long periods of time.,183,35,swelling leg gotten worse past week causing difficulty fitting shoe causing discomfort sit long period,17
Varicose Veins,"The veins on my legs are very noticeable and are causing me a lot of discomforts. They are swollen and protrude from my skin, making them visible through my clothing.",166,30,vein leg noticeable causing discomfort swollen protrude skin making visible clothing,17
Varicose Veins,"The skin on my calves is itchy and inflamed, causing a lot of discomfort and difficulty sleeping at night. The blood vessels have started to protrude out, which is concerning.",175,30,skin calf itchy inflamed causing discomfort difficulty sleeping night blood vessel started protrude concerning,17
Varicose Veins,The pain in my calves is constant and becomes worse when I stand or walk for long periods of time. I am getting constant cramps and can't run for longer periods of time.,169,33,pain calf constant becomes worse stand walk long period getting constant cramp run longer period,17
Varicose Veins,"The veins in my legs are causing discomfort and difficulty sleeping at night. They are swollen and protruding from my skin, making them noticeable and painful.",159,26,vein leg causing discomfort difficulty sleeping night swollen protruding skin making noticeable painful,17
Varicose Veins,The swelling in my legs is causing me to have difficulty fitting into my shoes and is causing discomfort when I sit for long periods of time.,141,27,swelling leg causing difficulty fitting shoe causing discomfort sit long period,17
Varicose Veins,"The cramps in my calves are becoming more frequent and intense, making it difficult for me to walk and do my daily activities.",126,23,cramp calf becoming frequent intense making difficult walk daily activity,17
Varicose Veins,"The veins on my legs are causing a lot of discomforts when I sit for long periods of time. They are swollen and protruding from my skin, making them painful and noticeable.",172,32,vein leg causing discomfort sit long period swollen protruding skin making painful noticeable,17
Varicose Veins,"The rash on my legs is spreading and becoming more severe. It is red, inflamed, and itchy, causing a lot of discomfort and difficulty sleeping at night.",152,27,rash leg spreading becoming severe red inflamed itchy causing discomfort difficulty sleeping night,17
Varicose Veins,"My legs have been causing a lot of discomforts when I exercise. They feel heavy and swollen, and the veins are prominent and painful. I feel fatigued all the time.",163,30,leg causing discomfort exercise heavy swollen vein prominent painful fatigued,17
Varicose Veins,"The prominent veins on my calves are causing self-consciousness and embarrassment. They are swollen and protrude from my skin, making them very noticeable.",155,23,prominent vein calf causing self consciousness embarrassment swollen protrude skin making noticeable,17
Varicose Veins,"The skin around the veins on my legs is dry and flaky, causing discomfort and irritation. I am also starting to get frequent cramps.",132,24,skin around vein leg dry flaky causing discomfort irritation starting frequent cramp,17
Varicose Veins,"I have a rash on my legs that is giving me a lot of pain. There appears to be a cramp, and I can see visible veins on the calf.",127,30,rash leg giving pain appears cramp see visible vein calf,17
Varicose Veins,My veins of legs have become more visible and swollen than normal. They are visible through my skin and it hurts when I move.,125,24,vein leg become visible swollen normal visible skin hurt move,17
Varicose Veins,"Walking is tough for me because of cramps in my calves. Obesity, I believe, is the cause of this. After a while of working, I'm exhausted.",138,26,walking tough cramp calf obesity believe cause working exhausted,17
Varicose Veins,The blood vessels on my legs are quite visible and give me a lot of pain. They're large and protrude from my skin. It is unusual and I am worried about it.,155,32,blood vessel leg visible give pain large protrude skin unusual worried,17
Varicose Veins,"I have noticed that the blood vessels in my legs are getting more noticeable than usual. It is a little concerning to me. Moreover, I am experiencing cramps every day.",167,30,noticed blood vessel leg getting noticeable usual little concerning moreover cramp every day,17
Varicose Veins,My legs' swelling has become worse over the last couple of days. I can see the blood vessels protruding out of the skin. This is quite unusual.,143,27,leg swelling become worse last couple day see blood vessel protruding skin unusual,17
Varicose Veins,Long durations of standing or walking have caused severe discomfort in my legs. It's a burning ache that gets worse the longer I'm on my feet.,142,26,long duration standing walking caused severe discomfort leg burning ache get worse longer foot,17
Varicose Veins,"My legs' skin around the veins is unusual. There appears to be a large bruise. Nowadays, I get frequent cramps when I sprint or run.",132,25,leg skin around vein unusual appears large bruise nowadays frequent cramp sprint run,17
Varicose Veins,"I am experiencing too many cramps in the last couple of days. I think something is not right. I believe there is a small bruise on my calves, but I am not sure about it.",169,35,many cramp last couple day think something right believe small bruise calf sure,17
Varicose Veins,"The veins in my calves are protruding out quite unusually. I am worried about it. Also, I am overweight and I believe this is the reason behind all of this.",156,30,vein calf protruding unusually worried overweight believe reason behind,17
Typhoid,"I have constipation and belly pain, and it's been really uncomfortable. The belly pain has been getting worse and is starting to affect my daily life. Moreover, I get chills every night, followed by a mild fever.",212,37,constipation belly pain uncomfortable belly pain getting worse starting affect daily life moreover chill every night followed mild fever,16
Typhoid,"I've also had some diarrhea, which has been really unpleasant. It's been coming and going, and it's been accompanied by abdominal cramps and bloating.",150,24,diarrhea unpleasant coming going accompanied abdominal cramp bloating,16
Typhoid,"I have been experiencing chills and fever, along with severe abdominal pain. I've been feeling really miserable overall, and I just can't seem to shake these symptoms.",167,27,chill fever along severe abdominal pain miserable overall seem shake symptom,16
Typhoid,I've been having a lot of trouble keeping hydrated because of the vomiting and diarrhea. There is a mild fever along with constipation and headache.,148,25,trouble keeping hydrated vomiting diarrhea mild fever along constipation headache,16
Typhoid,"I've lost a lot of weight in the past week because I haven't been able to eat much due to nausea and vomiting. This is followed by mild fever, headache and belly pain. I'm really concerned about my health.",205,39,lost weight past week able eat much due nausea vomiting followed mild fever headache belly pain concerned health,16
Typhoid,"The fatigue has been really uncomfortable, and I've had a lot of difficulties doing my usual activities. I've also been feeling really depressed and irritable. There is mild pain in the abdominal part too.",205,34,fatigue uncomfortable difficulty usual activity depressed irritable mild pain abdominal part,16
Typhoid,"I've had a persistent headache for the past week, and it's been getting worse. It's been accompanied by belly aches, constipation and diarrhea.",143,23,persistent headache past week getting worse accompanied belly ache constipation diarrhea,16
Typhoid,"I've been experiencing high fever, especially at night. It's been really uncomfortable. There is a mild headache along with constipation and diarrhea.",150,22,high fever especially night uncomfortable mild headache along constipation diarrhea,16
Typhoid,"I've been having a lot of difficulty breathing, and I feel like I'm constantly nauseous. I also have mild belly pain. It's been terrifying at times.",148,26,difficulty breathing constantly nauseous mild belly pain time,16
Typhoid,"Diarrhea has been really watery and foul-smelling, and it's been accompanied by abdominal pain. I feel like vomiting most of the time.",134,22,diarrhea watery foul smelling accompanied abdominal pain vomiting,16
Typhoid,"I've been having a lot of trouble sleeping because of the high fever, headache and chills. I wake up every day having a terrible pain in my belly area.",151,29,trouble sleeping high fever headache chill wake every day terrible pain belly area,16
Typhoid,"I've also been experiencing some diarrhea and constipation, which has been really worrying. It feels like a sharp, stabbing pain in my belly area. I feel tired all the time.",173,30,diarrhea constipation worrying feel sharp stabbing pain belly area tired,16
Typhoid,"I have had some constipation and belly pain, which has been really uncomfortable. The pain has been getting worse and it's really affecting my daily life.",154,26,constipation belly pain uncomfortable pain getting worse affecting daily life,16
Typhoid,"I am experiencing a lot of belly pain and constipation, which has been really annoying. Sometimes, I feel a strong urge to vomit, and because of all of these, I am feeling very weak.",182,34,belly pain constipation annoying sometimes strong urge vomit weak,16
Typhoid,"The abdominal pain has been coming and going, and it's been really unpleasant. It's been accompanied by constipation and vomiting. I feel really concerned about my health.",171,27,abdominal pain coming going unpleasant accompanied constipation vomiting concerned health,16
Typhoid,"I have been experiencing a lot of bloating and constipation, and it's been really uncomfortable. It feels like there's a lot of pressure and pain in my belly area.",163,29,bloating constipation uncomfortable feel pressure pain belly area,16
Typhoid,"I am experiencing extreme belly pain and constipation. Every night, I have a severe fever along with chills and headaches. The last couple of days has been really uncomfortable.",177,29,extreme belly pain constipation every night severe fever along chill headache last couple day uncomfortable,16
Typhoid,"I've been feeling exhausted and weak, and I can't seem to get rid of it. Because of the vomiting and nausea, I've entirely lost my appetite. My belly pains which are causing me concern.",185,34,exhausted weak seem rid vomiting nausea entirely lost appetite belly pain causing concern,16
Typhoid,"I am experiencing constipation and stomach ache, which has been really difficult. The discomfort has gotten worse, and it is seriously interfering with my everyday life.",169,26,constipation stomach ache difficult discomfort gotten worse seriously interfering everyday life,16
Typhoid,"Because of the vomiting and diarrhea, I've been having a lot of difficulties staying hydrated. I have a high fever, as well as constipation and headache.",153,26,vomiting diarrhea difficulty staying hydrated high fever well constipation headache,16
Typhoid,The abdominal pain has been frequent and really painful. Constipation and vomiting have also occurred. I'm quite worried about my health.,137,21,abdominal pain frequent painful constipation vomiting occurred worried health,16
Typhoid,"I'm having severe stomach pain and constipation. Every night, I get a headache and chills. The last few days have been really painful.",134,23,severe stomach pain constipation every night headache chill last day painful,16
Typhoid,There is a distinct pain in my abdominal part. I am not sure what it is. I am also going through constant vomiting and feel nauseous.,133,26,distinct pain abdominal part sure going constant vomiting nauseous,16
Typhoid,"The diarrhea has been quite fluid and smelly, and it has been accompanied by severe abdominal pain and headache. Most of the time, I feel like vomiting.",152,27,diarrhea fluid smelly accompanied severe abdominal pain headache vomiting,16
Typhoid,"I have had a fever for the last couple of days. Now, I am starting to experience a severe pain in my stomach area and suffering from constipation.",146,28,fever last couple day starting experience severe pain stomach area suffering constipation,16
Typhoid,"I am experiencing a lot of nausea and vomiting, and it's been quite difficult for me to eat anything. I've entirely lost my appetite, and as a result, I have become quite weak.",176,33,nausea vomiting difficult eat anything entirely lost appetite result become weak,16
Typhoid,"I am having a lot of trouble sleeping because of the high fever and the headache. Moreover, I have constant belly pain, because of which I can't go to work.",156,30,trouble sleeping high fever headache moreover constant belly pain go work,16
Typhoid,"I have been feeling really fatigued and weak, and I can't seem to get rid of it. I have a mild fever and a strange pain in my abdominal area. I can't understand what is happening.",179,36,fatigued weak seem rid mild fever strange pain abdominal area understand happening,16
Typhoid,"I've been suffering from constipation and stomach discomfort, which has been really uncomfortable. Last night, I had a mild fever too.",134,21,suffering constipation stomach discomfort uncomfortable last night mild fever,16
Typhoid,"I've also been suffering from diarrhea, which has been really uncomfortable. It comes and goes, and it's accompanied by stomach aches and vomiting.",147,23,suffering diarrhea uncomfortable come go accompanied stomach ache vomiting,16
Typhoid,"I've been experiencing chills, fever, and extreme stomach discomfort. I've been generally unhappy, and I can't seem to get rid of these symptoms.",145,23,chill fever extreme stomach discomfort generally unhappy seem rid symptom,16
Typhoid,"Because of the vomiting and diarrhea, I've been having a lot of difficulties staying hydrated. There is a mild fever, too, as well as stomach pain.",147,26,vomiting diarrhea difficulty staying hydrated mild fever well stomach pain,16
Typhoid,"I have developed diarrhea. It is accompanied by severe pain in my belly area. I don't feel like eating anything, and most of the time, I have a mild headache.",158,30,developed diarrhea accompanied severe pain belly area eating anything mild headache,16
Typhoid,"I've had a lot of bloating and constipation, which has been really painful. There is a lot of pressure and pain in my stomach area. I get a high fever and chills every night.",174,34,bloating constipation painful pressure pain stomach area high fever chill every night,16
Typhoid,"I've had a persistent stomach pain for the past week, and it is not healing even with medication. I feel like vomiting and can't eat anything, and because of which I have become extremely weak.",193,35,persistent stomach pain past week healing even medication vomiting eat anything become extremely weak,16
Typhoid,I am having severe stomach discomfort and diarrhoea. I have a high fever along with a headache. The previous several days have been really unpleasant.,150,25,severe stomach discomfort diarrhoea high fever along headache previous several day unpleasant,16
Typhoid,"I am having a terrible pain in my abdominal part, and I've been feeling really nauseated. I'm also experiencing a mild fever. I am really worried.",146,26,terrible pain abdominal part nauseated mild fever worried,16
Typhoid,"I am experiencing constipation and stomach ache. The discomfort has gotten worse, and it is seriously interfering with my everyday life. I feel like I have lost my appetite to eat anything.",189,32,constipation stomach ache discomfort gotten worse seriously interfering everyday life lost appetite eat anything,16
Typhoid,"Most of the time I feel fatigued. I don't want to eat anything. I get a high fever and chills every night. Moreover, I have been vomiting since yesterday.",154,29,fatigued want eat anything high fever chill every night moreover vomiting yesterday,16
Typhoid,"I have lost my appetite and have noticed a significant weight loss. I have abdominal pain, especially in the area of my stomach and intestines. I am concerned about my health.",175,31,lost appetite noticed significant weight loss abdominal pain especially area stomach intestine concerned health,16
Typhoid,The stomach discomfort has been severe and frequent. Vomiting and constipation have also happened. I'm concerned about my health.,129,19,stomach discomfort severe frequent vomiting constipation concerned health,16
Typhoid,"I have been experiencing diarrhea and have had loose, watery stools several times a day. I have lost my appetite and feel nauseated all the time. I am starting to get a mild fever too.",184,35,diarrhea loose watery stool several time day lost appetite nauseated starting mild fever,16
Typhoid,"I am feeling quite weak. I'm having a lot of stomach discomfort and constipation, which is really bothering me. I have a strong urge to vomit at times, and as a result, I can't eat anything.",190,36,weak stomach discomfort constipation bothering strong urge vomit time result eat anything,16
Typhoid,"There is strange pain in my stomach area. I don't know what the reason behind this is. Moreover, I am starting to get a mild fever along with chills and headaches.",163,31,strange pain stomach area know reason behind moreover starting mild fever along chill headache,16
Typhoid,"I've had a high fever, particularly at night. It's been quite unpleasant. There is a little headache, as well as constipation and diarrhea. I don't feel like eating anything.",174,29,high fever particularly night unpleasant little headache well constipation diarrhea eating anything,16
Typhoid,"I've been having a lot of trouble staying hydrated because of the vomiting and diarrhea. I have a high fever, constipation, and a headache. I am also starting to get a strange pain in my stomach area and I can't do anything physical.",233,43,trouble staying hydrated vomiting diarrhea high fever constipation headache starting strange pain stomach area anything physical,16
